task_id,source,result,n_smells,smells,n_smells_defs,smells_defs,n_extra_stmts,sloc,cyclomatic,maintainability,halstead_volume,halstead_difficulty,halstead_effort,cognitive,comment_density,api_calls,bleu,chrf,rouge_l,codebleu,ast_similarity,canon_sloc,canon_cyclomatic,canon_maintainability,canon_halstead_volume,canon_halstead_difficulty,canon_halstead_effort,canon_cognitive,canon_comment_density,canon_api_calls,n_output_tokens
HumanEval_33,humaneval,fail,0,,0,,0,4.000,3.000,78.127,15.510,1.000,15.510,1.000,0.000,2.000,8.586,27.542,24.000,13.173,27.119,4.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,49
HumanEval_34,humaneval,pass,0,,0,,0,4.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,57.794,70.323,88.889,45.486,86.957,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,30
HumanEval_35,humaneval,pass,0,,0,,0,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,0.518,19.059,11.765,25.390,27.778,6.000,3.000,100.000,4.755,0.500,2.377,3.000,0.000,0.000,91
HumanEval_36,humaneval,pass,0,,0,,0,6.000,4.000,69.632,68.532,2.400,164.478,4.000,0.000,3.000,33.768,38.748,56.140,29.912,70.312,10.000,5.000,91.217,84.000,2.333,196.000,5.000,0.000,5.000,66
HumanEval_37,humaneval,fail,0,,0,,0,4.000,3.000,74.327,27.000,1.800,48.600,1.000,0.000,3.000,7.654,14.385,30.769,6.102,22.727,10.000,3.000,95.922,11.610,1.000,11.610,2.000,0.000,5.000,57
HumanEval_38,humaneval,fail,1,magic_number,1,magic_number,0,8.000,7.000,79.103,106.274,3.542,376.387,1.000,62.500,4.000,100.000,100.000,100.000,100.000,100.000,6.000,5.000,84.320,77.709,3.111,241.762,1.000,33.333,5.000,228
HumanEval_39,humaneval,fail,0,,0,,0,16.000,4.000,59.454,91.738,3.500,321.084,15.000,0.000,7.000,30.527,49.171,46.281,35.652,69.912,16.000,4.000,85.643,135.934,4.615,627.386,16.000,0.000,6.000,143
HumanEval_40,humaneval,pass,0,,0,,0,14.000,5.000,59.702,122.624,3.077,377.304,9.000,0.000,3.000,35.396,46.466,51.282,29.549,67.429,7.000,5.000,70.781,51.891,1.111,57.657,10.000,0.000,2.000,116
HumanEval_41,humaneval,pass,0,,0,,0,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,100.000,100.000,100.000,100.000,100.000,2.000,1.000,55.568,4.755,0.500,2.377,0.000,0.000,0.000,20
HumanEval_42,humaneval,pass,0,,0,,0,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,0.000,29.847,53.080,71.429,59.257,100.000,2.000,2.000,71.933,4.755,0.500,2.377,0.000,0.000,0.000,24
HumanEval_43,humaneval,pass,0,,0,,0,7.000,3.000,73.706,11.610,1.000,11.610,3.000,0.000,2.000,5.561,31.479,40.000,19.447,50.000,6.000,4.000,67.079,27.000,1.000,27.000,6.000,0.000,3.000,43
HumanEval_44,humaneval,pass,1,magic_number,1,magic_number,0,9.000,4.000,65.244,82.045,4.667,382.875,3.000,0.000,2.000,26.157,54.570,37.209,41.428,67.368,6.000,2.000,83.384,38.039,3.200,121.725,1.000,0.000,1.000,83
HumanEval_45,humaneval,pass,0,,0,,0,2.000,1.000,87.251,15.510,1.000,15.510,0.000,0.000,0.000,75.984,83.701,88.889,69.611,100.000,2.000,1.000,87.251,15.510,1.000,15.510,0.000,0.000,0.000,56
HumanEval_46,humaneval,pass,1,magic_number,1,magic_number,0,10.000,5.000,63.705,93.765,2.000,187.531,6.000,0.000,1.000,25.887,25.851,29.730,19.183,50.279,8.000,3.000,76.326,95.184,2.045,194.694,2.000,0.000,3.000,104
HumanEval_47,humaneval,pass,0,,0,,0,9.000,2.000,93.213,91.377,6.000,548.259,2.000,0.000,2.000,48.620,51.934,65.455,37.530,84.615,6.000,2.000,92.993,98.099,4.364,428.069,2.000,0.000,2.000,153
HumanEval_48,humaneval,pass,0,,0,,0,2.000,1.000,82.002,11.610,1.000,11.610,0.000,0.000,0.000,1.811,15.354,27.273,2.957,29.091,5.000,3.000,74.592,27.000,1.000,27.000,3.000,0.000,2.000,24
HumanEval_49,humaneval,pass,0,,0,,0,9.000,3.000,83.883,93.765,4.000,375.061,3.000,0.000,0.000,3.616,24.389,27.778,22.937,58.140,5.000,2.000,72.420,15.510,1.000,15.510,1.000,0.000,1.000,179
HumanEval_50,humaneval,pass,0,,0,,0,4.000,4.000,85.161,101.950,1.500,152.925,0.000,0.000,3.000,100.000,100.000,100.000,100.000,100.000,4.000,4.000,85.161,101.950,1.500,152.925,0.000,0.000,3.000,123
HumanEval_51,humaneval,pass,1,magic_number,1,magic_number,0,2.000,3.000,67.731,4.755,0.500,2.377,0.000,0.000,2.000,32.877,51.396,60.000,44.773,88.000,2.000,3.000,67.731,4.755,0.500,2.377,0.000,0.000,2.000,141
